neutrino_energy,q_tot,muon_zenith,muon_azimuth,muon_time,muon_pos_x,muon_pos_y,muon_pos_z,spline_mpe_zenith,spline_mpe_azimuth,spline_mpe_time,spline_mpe_pos_x,spline_mpe_pos_y,spline_mpe_pos_z,linefit_zenith,linefit_azimuth,linefit_time,linefit_pos_x,linefit_pos_y,linefit_pos_z,reco_logl,reco_zenith,reco_azimuth,reco_pos_x,reco_pos_y,reco_pos_z,reco_time
1144639.032808201,2393.6250011771917,2.2878979499695733,1.2088588251997665,2723.384936068207,705.8211478551384,1920.814870283124,-1507.7049620632315,2.291205185107223,1.2142865352268377,11498.887768034601,3.6985475198698623,67.87728387858488,219.32678892591912,2.2827724329424672,1.1903812069448987,11806.706790128748,-0.9961511310031522,71.67473653360432,216.03318463847728,6594.283546642257,2.294974612189684,1.2117751899971072,-16.484559897156668,12.12113708892419,272.59588340774786,11759.338369076115
2515910.0784560554,3541.2000119686127,1.5119425192185516,0.02700223286123382,-9064.389506078529,6071.665741310939,-157.7601004239409,504.91334674112454,1.5098112266515455,0.028443685395338317,11405.813923237076,-51.07496286672881,-323.44335310667,143.9485178846503,1.5255668395526605,0.0071666254892130965,11595.582818395118,-46.370291516941194,-318.7729028830995,148.70610991532507,6329.69719674211,1.5103412306921444,0.02888575987520584,-18.487628406313316,-322.3787326545982,146.30442451397005,11295.582818395118
13717921.70763075,13716.675007030368,2.7093211501255468,1.4537161357323916,7576.092095896602,588.8954364755773,542.8499241912505,-1066.1812933413312,2.7099574383849765,1.4572517934583897,11540.197056462112,530.9614826158245,48.83226672795763,12.25071329785942,2.7415385807221595,1.3920634585882392,11692.19493607893,522.1723674775411,55.40985915443464,11.9102908726719,5283.398796507236,2.7102751047978946,1.4588174101821256,530.3889166247011,41.66213188147216,27.14466433722411,11592.19493607893
1276716.6575294368,3993.699997484684,2.060289368060261,5.062783758547514,6906.055925134569,213.38019426190294,-1207.0649820002727,-752.467443554895,2.061138364306538,5.061947158545573,11691.240899474313,-220.92001164789667,-17.958824050715066,-78.14939389886217,2.0701669237896243,5.068502322813963,11928.830841432022,-222.2708618701309,-22.77377894097427,-79.97205114808696,5083.463124553516,2.0617999611204683,5.06097189409892,-233.52761767997262,16.651375919701714,-58.53041997609011,11828.830841432024
94908157.88435176,16244.099998399615,2.200126452949447,2.6964528851407827,3386.9299683384597,-1893.0415272678365,786.1114756824682,-1089.1448017082294,2.200383706162051,2.6982817699536596,10651.3219206476,-304.64045577715297,27.973065708754348,192.0432381239475,2.1897071777900914,2.706656916383084,10812.712527196742,-310.7280535873522,28.22916910273838,193.55624313231823,5300.22935704121,2.2004463048639553,2.6974536155513613,-306.61351554850967,28.66500740729354,190.0034237106538,10639.028316670427
3053777.647505741,26005.600021898746,1.5079087092362142,5.529780460430619,5540.35673417183,940.1708542247834,-1360.127299685042,128.05919357622452,1.5099969032598815,5.52986634664933,10436.227284375327,-126.52902478429473,-358.8274459363229,35.93851061959708,1.5551390131451175,5.521766874204579,10573.759918378322,-121.46259903990567,-359.31849547919256,47.90242973152502,5097.476743064628,1.5105206668775157,5.5286256599037635,-94.65974988048556,-389.35615129455226,39.00814478261137,10284.286234167796
1577961.7084027277,5939.774998933077,2.560920905658317,3.3895062043334296,4817.649520918727,-456.6708576984238,-317.3379651971045,-1751.59015631699,2.550694863368075,3.3857121127992467,10222.514667201325,404.45474093023313,-98.12733369375474,-398.52002219605265,2.700200156934118,3.8069323007467006,10520.594493359724,383.55459859016037,-91.5615632698575,-386.8528461834515,6267.195116922998,2.551354460471297,3.383445400115764,408.35161825763277,-97.65305062626621,-393.43599476381274,10241.64712493867
23499893.85601496,5594.375014349818,2.272243706329233,5.444166136325782,253.37573571503162,1934.1149005826737,-1789.1430486575118,-2225.02843606277,2.272036133095657,5.443256013223954,12376.923064538232,79.02198897854623,275.21616553816875,120.23645167203358,2.2845185162963846,5.405617685342537,12487.775584610436,77.79217366691194,271.42695781379854,117.02293467292513,5873.708133327104,2.2719511957620817,5.44354963286341,107.79458621262556,243.5636399504218,83.57841652983858,12187.775584610436
11087270.078019476,6019.250006303191,2.0767607006969513,5.939543439166487,7420.187994785607,496.32802048069425,-5.2967645027674735,-897.2852777675726,2.080016319961583,5.9388651757402915,10542.674319080259,-273.81821836209315,270.5325587300149,-443.9126174469934,2.191969991480413,5.9769696979055045,10900.85891530355,-267.56444397514196,273.033423469828,-411.1907102343158,5642.4802542635625,2.0832027602598804,5.945750019428271,-304.92730890514326,281.03748908842647,-426.5838074324365,10664.01681004039
1016191.753288786,4276.300005123019,2.1420785115434513,1.1885177848839312,2842.1186841875315,652.9220834980952,2146.7320065067615,-1192.5354831209406,2.1477082108483496,1.190542092001318,11389.971307263644,-150.29598643127792,148.43611028345003,193.4485374762453,2.1210528329986653,1.1596380631570171,11630.104944497156,-136.88119599852428,150.5642353637183,194.76231353193438,5868.415734908094,2.1465413392852053,1.1916960744026097,-170.91658344947126,98.92659227358907,227.212092444012,11593.262839233998
21816626.621281866,8531.525007382035,1.781480807333239,3.6530469742270144,-10907.397667575628,-5808.123914016411,-3207.673519813572,-1213.111435818253,1.783454389762314,3.6532750480449057,10796.041609166663,-260.6691373218116,-94.26098415090723,146.8183633982626,1.780043130676934,3.6241326914513414,10970.018833520644,-277.28416951283936,-85.01443620754677,153.59226442681793,5886.493158903368,1.7833395453005492,3.6522703186169365,-268.43854374454486,-98.3548244919933,145.05697520592014,10764.755675625907
55790305.3526959,1710.9750002622604,2.272482316873624,1.5722910651586117,4955.542086996138,-99.6091288845837,1422.5455280414317,-1750.6369209258119,2.266589264505566,1.5703450818330453,11941.647768062054,-96.58577839910322,-176.22049306135068,-397.5859251272441,2.212796235488671,1.5456825653898487,12445.033661810781,-90.26741237974458,-190.84409497263474,-364.1787200387294,6302.850025777598,2.2682824306278553,1.570009794706837,-96.58938744120715,-277.0301195460409,-314.183230966376,12376.612609179203
